student_id,origin_country,destination_country,destination_city,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score
S23512,UAE,USA,Houston,University of Houston,Electrical Engineering,Arts,2015,No,Scholarship,2019,Placed,Goldman Sachs,58386,2.81,Tier 4,Work Permit,Duolingo,5.2
S23513,UAE,Finland,Helsinki,Aalto University,Medicine,Natural Sciences,2018,Yes,Quality of Life,2023,Placed,Goldman Sachs,98341,2.95,Schengen Student Visa,PSW,Duolingo,7.53
S23514,South Africa,Russia,Moscow,Bauman Moscow State Technical University,Medicine,Natural Sciences,2020,Yes,Higher Ranking,2026,Placed,Microsoft,65434,2.88,Student Visa,Post-Study Visa,TOEFL,2.05
S23515,USA,South Africa,Pretoria,University of Pretoria,Finance,Engineering,2020,No,Quality of Life,2022,Placed,McKinsey,43043,3.96,F1,OPT,GRE,8.09
S23516,USA,South Africa,Bloemfontein,University of the Free State,Biotechnology,Law,2015,No,Scholarship,2017,Placed,Amazon,94668,3.41,J1,Blue Card,PTE,9.25
S23517,UK,Germany,Frankfurt,Goethe University Frankfurt,Psychology,Social Sciences,2019,Yes,Quality of Life,2024,Placed,Saudi Aramco,77676,2.02,Student Visa,Work Permit,PTE,8.08
S23518,UAE,USA,San Antonio,University of Texas at San Antonio,Political Science,Engineering,2023,Yes,Job Opportunities,2029,Placed,SAP,61002,3.87,Study Permit,Blue Card,GRE,4.87
S23519,Canada,India,Surat,Veer Narmad South Gujarat University,Data Science,Medicine,2021,Yes,Higher Ranking,2024,Placed,Goldman Sachs,61053,2.5,Study Permit,Blue Card,IELTS,6.64
S23520,UAE,Ireland,Limerick,University of Limerick,Computer Science,Medicine,2014,No,Quality of Life,2020,Placed,Intel,34682,3.87,F1,Post-Study Visa,TOEFL,6.6
S23521,Finland,Ireland,Cork,University College Cork,Biotechnology,Business,2023,No,Quality of Life,2028,Placed,Siemens,54382,2.68,J1,OPT,PTE,3.36
S23522,UAE,India,Chennai,University of Madras,Design,Business,2022,Yes,Scholarship,2024,Placed,McKinsey,96563,3.21,Schengen Student Visa,Post-Study Visa,IELTS,7.74
S23523,UAE,Russia,Moscow,Bauman Moscow State Technical University,Civil Engineering,Law,2020,Yes,Job Opportunities,2025,Placed,Intel,38790,2.57,F1,Blue Card,PTE,7.23
S23524,UK,Germany,Frankfurt,Goethe University Frankfurt,Economics,Computer Science,2023,Yes,Job Opportunities,2029,Placed,Siemens,71091,2.83,F1,Work Permit,IELTS,6.01
S23525,Russia,USA,San Antonio,University of Texas at San Antonio,Design,Social Sciences,2014,Yes,Political Stability,2017,Placed,Amazon,95275,2.16,J1,Blue Card,GRE,9.9
S23526,Ireland,Finland,Oulu,University of Oulu,Political Science,Medicine,2015,No,Job Opportunities,2020,Placed,Tesla,53614,3.28,Tier 4,OPT,Duolingo,5.33
S23527,South Africa,Russia,Kazan,Kazan Federal University,Mechanical Engineering,Medicine,2018,Yes,Political Stability,2021,Placed,Volkswagen,85437,3.27,Tier 4,Work Permit,IELTS,2.33
S23528,UK,Germany,Frankfurt,Goethe University Frankfurt,Architecture,Law,2014,No,Higher Ranking,2020,Placed,Apple,39033,3.0,Study Permit,Blue Card,GRE,2.51
S23529,UAE,UAE,Ajman,Ajman University,Economics,Arts,2020,No,Political Stability,2023,Placed,Tesla,93838,2.4,Study Permit,PSW,PTE,5.43
S23530,USA,Finland,Helsinki,University of Helsinki,Economics,Social Sciences,2021,No,Scholarship,2025,Placed,Google,72624,3.55,F1,OPT,IELTS,9.51
S23531,Russia,Ireland,Killarney,Killarney Community College,Architecture,Natural Sciences,2018,No,Scholarship,2020,Placed,Facebook,32259,3.14,Study Permit,Post-Study Visa,Duolingo,4.04
S23532,Germany,Russia,St. Petersburg,Saint Petersburg State University,Political Science,Computer Science,2023,Yes,Quality of Life,2028,Placed,Intel,38683,2.21,J1,Work Permit,IELTS,7.78
S23533,USA,Ireland,Killarney,Killarney Community College,Law,Engineering,2016,No,Political Stability,2021,Placed,IBM,44713,3.63,Study Permit,Blue Card,Duolingo,2.91
S23534,Russia,Canada,Edmonton,MacEwan University,Political Science,Business,2015,Yes,Political Stability,2021,Placed,Amazon,44152,2.29,Study Permit,Post-Study Visa,GRE,3.73
S23535,Russia,South Africa,Cape Town,Cape Peninsula University of Technology,Psychology,Social Sciences,2023,No,Quality of Life,2025,Placed,Facebook,38476,2.93,Tier 4,PSW,PTE,9.74
S23536,India,Russia,Novosibirsk,Novosibirsk State University,Law,Business,2023,Yes,Quality of Life,2027,Placed,Goldman Sachs,78984,2.4,Tier 4,Blue Card,TOEFL,8.54
S23537,UAE,Finland,Turku,Åbo Akademi University,Electrical Engineering,Engineering,2014,Yes,Quality of Life,2016,Placed,Deloitte,94024,3.27,Student Visa,Blue Card,IELTS,5.9
S23538,USA,USA,Houston,Rice University,Political Science,Computer Science,2018,No,Quality of Life,2020,Placed,IBM,71208,3.96,Study Permit,Post-Study Visa,TOEFL,7.77
S23539,UK,Finland,Jyväskylä,University of Jyväskylä,Data Science,Social Sciences,2017,Yes,Quality of Life,2019,Placed,Apple,76287,3.89,J1,PSW,TOEFL,3.95
S23540,India,Finland,Oulu,University of Oulu,Psychology,Social Sciences,2015,Yes,Scholarship,2018,Placed,Tesla,61851,3.86,Student Visa,Work Permit,IELTS,3.02
S23541,USA,Germany,Essen,University of Duisburg-Essen,Psychology,Social Sciences,2018,Yes,Political Stability,2023,Placed,Apple,85652,3.92,Student Visa,Blue Card,GRE,8.75
S23542,India,Ireland,Westport,National University of Ireland Galway,Medicine,Arts,2020,Yes,Quality of Life,2024,Placed,Amazon,35684,2.93,Schengen Student Visa,Post-Study Visa,IELTS,7.06
S23543,Russia,USA,Phoenix,Arizona State University,Psychology,Medicine,2017,Yes,Higher Ranking,2019,Placed,Facebook,74537,2.8,F1,OPT,IELTS,7.03
S23544,Canada,Ireland,Limerick,University of Limerick,Mechanical Engineering,Medicine,2014,Yes,Political Stability,2019,Placed,Facebook,67479,3.75,J1,Work Permit,GRE,6.83
S23545,Ireland,UK,Coventry,University of Warwick,Medicine,Business,2015,Yes,Job Opportunities,2020,Placed,Deloitte,93624,3.68,Tier 4,Blue Card,PTE,4.36
S23546,UK,Finland,Lahti,Lahti University of Applied Sciences,Design,Law,2019,Yes,Quality of Life,2023,Placed,Siemens,53166,3.06,J1,Post-Study Visa,TOEFL,9.21
S23547,Ireland,Ireland,Westport,National University of Ireland Galway,Economics,Arts,2021,No,Scholarship,2025,Placed,Siemens,85543,3.7,Study Permit,Post-Study Visa,IELTS,4.75
S23548,Finland,UAE,Abu Dhabi,New York University Abu Dhabi,Data Science,Engineering,2021,No,Political Stability,2026,Placed,McKinsey,56308,2.24,Study Permit,Post-Study Visa,TOEFL,2.83
S23549,Finland,India,Jaipur,Malaviya National Institute of Technology,Law,Computer Science,2021,Yes,Scholarship,2027,Placed,Deloitte,94586,2.93,Tier 4,Blue Card,GRE,7.5
S23550,Ireland,India,Kolkata,University of Calcutta,Law,Social Sciences,2023,No,Job Opportunities,2027,Placed,Deloitte,67158,3.9,Schengen Student Visa,Blue Card,IELTS,7.97
S23551,Germany,Finland,Lahti,Lahti University of Applied Sciences,Data Science,Arts,2015,No,Quality of Life,2019,Placed,SAP,73808,2.71,Study Permit,PSW,GRE,4.43
S23552,UAE,USA,Los Angeles,University of Southern California,Electrical Engineering,Arts,2015,Yes,Higher Ranking,2020,Placed,SAP,70768,2.89,J1,Work Permit,GRE,5.82
S23553,Ireland,Germany,Düsseldorf,Heinrich Heine University Düsseldorf,Psychology,Arts,2023,No,Job Opportunities,2029,Placed,McKinsey,64169,2.95,Study Permit,Work Permit,Duolingo,9.53
S23554,UAE,Germany,Nuremberg,Friedrich-Alexander-Universität Erlangen-Nürnberg,Psychology,Business,2015,Yes,Scholarship,2018,Placed,Deloitte,79010,3.44,Tier 4,OPT,Duolingo,3.96
S23555,Russia,Germany,Stuttgart,University of Stuttgart,Political Science,Computer Science,2018,Yes,Higher Ranking,2023,Placed,Intel,63503,2.24,F1,Work Permit,GRE,4.28
S23556,USA,Ireland,Galway,National University of Ireland Galway,Economics,Business,2017,Yes,Job Opportunities,2019,Placed,Microsoft,85050,3.8,Tier 4,OPT,Duolingo,4.59
S23557,USA,South Africa,Cape Town,Cape Peninsula University of Technology,Psychology,Social Sciences,2018,Yes,Higher Ranking,2024,Placed,Tesla,54555,3.17,Tier 4,Post-Study Visa,PTE,2.84
S23558,Canada,UK,Sheffield,University of Sheffield,Computer Science,Law,2022,No,Political Stability,2025,Placed,Apple,99599,2.94,Study Permit,OPT,IELTS,5.59
S23559,UAE,India,Lucknow,University of Lucknow,Architecture,Engineering,2014,Yes,Quality of Life,2018,Placed,Apple,39861,2.15,Schengen Student Visa,OPT,PTE,9.1
S23560,USA,UK,Sheffield,University of Sheffield,Finance,Natural Sciences,2019,Yes,Higher Ranking,2022,Placed,Intel,68947,2.96,Study Permit,Blue Card,Duolingo,7.38
S23561,USA,Ireland,Limerick,University of Limerick,Political Science,Natural Sciences,2016,No,Higher Ranking,2018,Placed,McKinsey,37269,2.67,Student Visa,Post-Study Visa,GRE,9.39
S23562,Finland,Ireland,Galway,National University of Ireland Galway,Psychology,Natural Sciences,2022,No,Quality of Life,2026,Placed,Nestle,65903,2.64,Tier 4,OPT,Duolingo,5.21
S23563,Russia,UK,Bristol,University of Bristol,Political Science,Arts,2020,No,Job Opportunities,2023,Placed,Amazon,78672,3.0,Student Visa,Work Permit,Duolingo,5.8
S23564,UK,Canada,Calgary,University of Calgary,Civil Engineering,Computer Science,2016,No,Quality of Life,2019,Placed,Amazon,33446,3.0,Student Visa,Post-Study Visa,IELTS,8.01
S23565,Russia,USA,Houston,Rice University,Electrical Engineering,Engineering,2014,No,Scholarship,2020,Placed,McKinsey,87954,3.53,F1,Blue Card,TOEFL,7.43
S23566,UK,South Africa,Pretoria,University of Pretoria,Design,Social Sciences,2019,Yes,Political Stability,2021,Placed,McKinsey,93683,3.24,F1,Blue Card,TOEFL,9.78
S23567,UAE,Ireland,Dublin,Trinity College Dublin,Computer Science,Natural Sciences,2016,No,Quality of Life,2020,Placed,Goldman Sachs,43753,3.13,Study Permit,Work Permit,Duolingo,6.13
S23568,UAE,India,Hyderabad,University of Hyderabad,Psychology,Engineering,2019,No,Political Stability,2023,Placed,Facebook,48592,3.17,J1,Post-Study Visa,IELTS,2.36
S23569,Germany,Ireland,Westport,National University of Ireland Galway,Mechanical Engineering,Engineering,2014,No,Higher Ranking,2018,Placed,Microsoft,48466,3.71,Schengen Student Visa,Post-Study Visa,GRE,7.78
S23570,UAE,UK,Sheffield,University of Sheffield,Mechanical Engineering,Computer Science,2015,Yes,Political Stability,2021,Placed,Siemens,86264,3.32,Student Visa,Post-Study Visa,Duolingo,8.69
S23571,Ireland,UAE,Umm Al Quwain,British University in Dubai,Electrical Engineering,Engineering,2021,Yes,Quality of Life,2027,Placed,Tesla,66561,2.52,F1,Work Permit,GRE,4.24
S23572,India,Canada,Montreal,Concordia University,Biotechnology,Social Sciences,2019,Yes,Political Stability,2021,Placed,Facebook,36235,3.22,Schengen Student Visa,Post-Study Visa,TOEFL,8.73
S23573,Finland,Canada,Quebec City,Université Laval,Business Administration,Law,2023,Yes,Political Stability,2025,Placed,IBM,87761,2.82,Study Permit,PSW,GRE,2.29
S23574,South Africa,Ireland,Cork,University College Cork,Business Administration,Law,2016,Yes,Quality of Life,2021,Placed,SAP,31665,3.94,Tier 4,OPT,PTE,7.81
S23575,India,UAE,Umm Al Quwain,British University in Dubai,Biotechnology,Social Sciences,2021,No,Job Opportunities,2026,Placed,Amazon,58011,2.52,Schengen Student Visa,PSW,IELTS,8.65
S23576,UAE,Canada,Toronto,University of Toronto,Civil Engineering,Medicine,2018,Yes,Political Stability,2021,Placed,Siemens,53021,3.7,Tier 4,Blue Card,PTE,3.47
S23577,South Africa,Canada,Vancouver,University of British Columbia,Psychology,Computer Science,2014,Yes,Higher Ranking,2018,Placed,Amazon,95884,3.45,Schengen Student Visa,OPT,IELTS,7.91
S23578,South Africa,India,Mumbai,University of Mumbai,Mechanical Engineering,Medicine,2017,Yes,Higher Ranking,2023,Placed,Microsoft,47235,2.88,F1,Blue Card,Duolingo,9.31
S23579,UAE,Russia,Kazan,Kazan Federal University,Medicine,Natural Sciences,2023,Yes,Job Opportunities,2029,Placed,Siemens,55952,2.24,Student Visa,PSW,PTE,9.42
S23580,UAE,Germany,Düsseldorf,Heinrich Heine University Düsseldorf,Psychology,Engineering,2017,No,Political Stability,2019,Placed,Microsoft,99828,3.27,F1,OPT,IELTS,7.64
S23581,Ireland,India,Lucknow,University of Lucknow,Data Science,Business,2022,Yes,Quality of Life,2025,Placed,SAP,78665,4.0,J1,OPT,PTE,3.35
S23582,India,UAE,Abu Dhabi,New York University Abu Dhabi,Medicine,Social Sciences,2015,No,Political Stability,2019,Placed,Amazon,89271,2.11,F1,Blue Card,PTE,9.47
S23583,Germany,Ireland,Dublin,Trinity College Dublin,Medicine,Social Sciences,2016,Yes,Quality of Life,2020,Placed,Tesla,53679,3.03,J1,Post-Study Visa,TOEFL,2.47
S23584,USA,South Africa,Johannesburg,University of the Witwatersrand,Medicine,Social Sciences,2019,Yes,Political Stability,2023,Placed,Intel,53847,3.58,J1,Post-Study Visa,PTE,8.24
S23585,Russia,South Africa,Durban,University of KwaZulu-Natal,Computer Science,Engineering,2014,No,Job Opportunities,2017,Placed,Apple,59696,3.93,Schengen Student Visa,Blue Card,Duolingo,5.21
S23586,Germany,Canada,Edmonton,MacEwan University,Law,Business,2017,Yes,Higher Ranking,2023,Placed,Deloitte,86024,3.01,Schengen Student Visa,PSW,IELTS,2.9
S23587,Germany,South Africa,Durban,University of KwaZulu-Natal,Design,Medicine,2021,Yes,Political Stability,2026,Placed,JPMorgan Chase,31666,2.71,Student Visa,Post-Study Visa,TOEFL,6.92
S23588,Ireland,Germany,Düsseldorf,Heinrich Heine University Düsseldorf,Architecture,Computer Science,2017,Yes,Scholarship,2020,Placed,Siemens,92754,3.27,Schengen Student Visa,Work Permit,PTE,6.96
S23589,Finland,South Africa,Cape Town,University of Cape Town,Economics,Social Sciences,2023,No,Higher Ranking,2028,Placed,Microsoft,91144,2.28,Schengen Student Visa,Work Permit,GRE,4.98
S23590,Finland,Germany,Essen,University of Duisburg-Essen,Electrical Engineering,Natural Sciences,2018,Yes,Higher Ranking,2023,Placed,McKinsey,57159,3.22,Study Permit,Blue Card,Duolingo,2.42
S23591,Russia,Finland,Oulu,University of Oulu,Mechanical Engineering,Business,2015,No,Scholarship,2018,Placed,Siemens,65057,2.6,F1,PSW,Duolingo,7.2
S23592,Finland,UK,Leeds,University of Leeds,Political Science,Natural Sciences,2015,No,Scholarship,2017,Placed,Microsoft,30530,2.08,Study Permit,Work Permit,GRE,5.55
S23593,Russia,UK,Bristol,University of Bristol,Mechanical Engineering,Arts,2020,No,Job Opportunities,2022,Placed,McKinsey,58686,2.36,J1,PSW,TOEFL,5.68
S23594,South Africa,Finland,Jyväskylä,University of Jyväskylä,Finance,Social Sciences,2020,No,Job Opportunities,2023,Placed,McKinsey,95104,2.46,Student Visa,Work Permit,IELTS,4.32
S23595,Russia,Russia,Yekaterinburg,Ural Federal University,Electrical Engineering,Social Sciences,2019,Yes,Higher Ranking,2024,Placed,Goldman Sachs,84121,3.59,Student Visa,Blue Card,TOEFL,7.99
S23596,Ireland,UAE,Umm Al Quwain,British University in Dubai,Mechanical Engineering,Natural Sciences,2019,Yes,Political Stability,2023,Placed,Deloitte,73102,3.28,Study Permit,Work Permit,TOEFL,4.16
S23597,Germany,USA,New York,Columbia University,Finance,Engineering,2018,Yes,Higher Ranking,2024,Placed,SAP,67474,3.72,F1,Post-Study Visa,GRE,4.55
S23598,UAE,UK,Sheffield,University of Sheffield,Architecture,Arts,2018,Yes,Scholarship,2023,Placed,Deloitte,95969,2.94,Schengen Student Visa,PSW,TOEFL,3.94
S23599,UAE,UK,Edinburgh,Heriot-Watt University,Civil Engineering,Business,2022,Yes,Job Opportunities,2026,Placed,Apple,84237,3.33,Study Permit,PSW,Duolingo,4.01
S23600,Germany,USA,Chicago,Northwestern University,Computer Science,Engineering,2014,No,Political Stability,2020,Placed,Deloitte,47212,3.59,Tier 4,Post-Study Visa,PTE,7.37
S23601,India,India,Surat,Sardar Vallabhbhai National Institute of Technology,Biotechnology,Engineering,2018,Yes,Scholarship,2022,Placed,Microsoft,42539,2.47,J1,Post-Study Visa,PTE,2.57
S23602,Ireland,UK,Sheffield,University of Sheffield,Business Administration,Social Sciences,2016,Yes,Scholarship,2020,Placed,Google,55360,2.75,J1,OPT,Duolingo,3.85
S23603,Ireland,UAE,Ajman,Ajman University,Business Administration,Arts,2022,No,Scholarship,2028,Placed,IBM,63480,2.34,Schengen Student Visa,Work Permit,IELTS,4.19
S23604,Germany,Canada,Montreal,McGill University,Architecture,Computer Science,2019,No,Political Stability,2023,Placed,Tesla,36880,3.04,Tier 4,Post-Study Visa,IELTS,5.73
S23605,Germany,Canada,Vancouver,Simon Fraser University,Architecture,Medicine,2015,Yes,Scholarship,2018,Placed,Tesla,46411,3.18,Schengen Student Visa,OPT,TOEFL,2.78
S23606,Finland,South Africa,Pretoria,University of Pretoria,Mechanical Engineering,Business,2020,No,Quality of Life,2022,Placed,McKinsey,38516,3.31,J1,OPT,GRE,9.36
S23607,USA,UAE,Sharjah,American University of Sharjah,Law,Business,2015,Yes,Higher Ranking,2020,Placed,CVS Health,60526,3.58,F1,PSW,GRE,2.79
S23608,Finland,India,Lucknow,University of Lucknow,Psychology,Engineering,2020,No,Scholarship,2026,Placed,Nestle,53297,2.37,J1,PSW,TOEFL,9.16
S23609,South Africa,Germany,Hamburg,University of Hamburg,Law,Natural Sciences,2014,No,Higher Ranking,2017,Placed,Apple,54209,2.37,J1,Post-Study Visa,TOEFL,8.65
S23610,USA,Ireland,Cork,University College Cork,Business Administration,Medicine,2023,No,Higher Ranking,2028,Placed,McKinsey,37345,3.34,J1,Post-Study Visa,PTE,9.15
S23611,Canada,UK,Birmingham,University of Birmingham,Design,Arts,2021,Yes,Political Stability,2024,Placed,McKinsey,46266,3.74,Schengen Student Visa,Post-Study Visa,IELTS,2.24
S23612,USA,Russia,Chelyabinsk,South Ural State University,Medicine,Computer Science,2023,Yes,Quality of Life,2028,Placed,Microsoft,61831,2.26,F1,Blue Card,GRE,9.57
S23613,Russia,India,Delhi,Jawaharlal Nehru University,Architecture,Business,2023,No,Job Opportunities,2025,Placed,SAP,81202,3.31,F1,Blue Card,Duolingo,5.01
S23614,South Africa,South Africa,Nelspruit,University of Mpumalanga,Economics,Medicine,2020,Yes,Political Stability,2022,Placed,Goldman Sachs,79307,3.61,Schengen Student Visa,OPT,TOEFL,5.65
S23615,Ireland,South Africa,Nelspruit,University of Mpumalanga,Economics,Medicine,2015,Yes,Political Stability,2017,Placed,McKinsey,73480,3.19,Tier 4,Post-Study Visa,IELTS,4.46
S23616,South Africa,Finland,Jyväskylä,University of Jyväskylä,Biotechnology,Arts,2022,No,Scholarship,2024,Placed,Siemens,48308,2.56,F1,Work Permit,TOEFL,2.47
S23617,Germany,Russia,Moscow,Lomonosov Moscow State University,Law,Arts,2018,No,Job Opportunities,2024,Placed,Amazon,42428,2.79,Student Visa,Post-Study Visa,IELTS,9.68
S23618,Russia,USA,New York,New York University,Economics,Engineering,2021,Yes,Job Opportunities,2023,Placed,Intel,48465,2.42,Schengen Student Visa,PSW,GRE,2.21
S23619,UK,UAE,Umm Al Quwain,British University in Dubai,Psychology,Law,2022,No,Job Opportunities,2024,Placed,Goldman Sachs,62479,2.6,Student Visa,Work Permit,Duolingo,3.53
S23620,Russia,USA,Chicago,University of Chicago,Finance,Social Sciences,2017,Yes,Job Opportunities,2021,Placed,Siemens,54607,2.63,J1,OPT,IELTS,8.23
S23621,UAE,Finland,Jyväskylä,University of Jyväskylä,Architecture,Medicine,2015,No,Scholarship,2017,Placed,Microsoft,83191,3.31,Study Permit,Post-Study Visa,PTE,8.96
S23622,USA,India,Jaipur,Jaipur National University,Psychology,Social Sciences,2016,Yes,Higher Ranking,2021,Placed,SAP,33606,2.81,J1,Post-Study Visa,GRE,7.81
S23623,Russia,Russia,St. Petersburg,Saint Petersburg State University,Architecture,Social Sciences,2019,No,Higher Ranking,2024,Placed,Facebook,85109,2.19,Tier 4,Post-Study Visa,PTE,9.62
S23624,UK,Ireland,Westport,National University of Ireland Galway,Mechanical Engineering,Medicine,2014,No,Quality of Life,2020,Placed,Siemens,67347,3.69,Schengen Student Visa,Blue Card,Duolingo,5.76
S23625,USA,Germany,Hamburg,University of Hamburg,Economics,Social Sciences,2015,Yes,Political Stability,2021,Placed,Facebook,32429,2.85,Tier 4,Work Permit,TOEFL,2.08
S23626,Canada,Ireland,Galway,National University of Ireland Galway,Architecture,Medicine,2022,Yes,Quality of Life,2028,Placed,Intel,64992,2.49,J1,OPT,IELTS,8.61
S23627,Ireland,Germany,Dortmund,Technical University of Dortmund,Political Science,Arts,2019,No,Job Opportunities,2025,Placed,Tesla,59385,3.88,Student Visa,PSW,Duolingo,6.23
S23628,Finland,Ireland,Limerick,University of Limerick,Computer Science,Engineering,2018,Yes,Quality of Life,2022,Placed,IBM,42678,2.75,Student Visa,Blue Card,IELTS,2.04
S23629,Canada,Russia,Novosibirsk,Novosibirsk State University,Biotechnology,Computer Science,2014,No,Political Stability,2019,Placed,Facebook,53239,3.43,J1,Work Permit,GRE,5.5
S23630,USA,UAE,Ras Al Khaimah,American University of Ras Al Khaimah,Computer Science,Business,2019,No,Job Opportunities,2023,Placed,McKinsey,81355,3.78,Schengen Student Visa,Post-Study Visa,Duolingo,5.82
S23631,UAE,Germany,Düsseldorf,Heinrich Heine University Düsseldorf,Political Science,Law,2017,Yes,Higher Ranking,2020,Placed,SAP,43613,2.46,Student Visa,Post-Study Visa,TOEFL,2.33
S23632,Ireland,USA,San Diego,San Diego State University,Economics,Computer Science,2022,Yes,Job Opportunities,2028,Placed,McKinsey,87044,2.2,Schengen Student Visa,PSW,PTE,6.57
S23633,UK,Germany,Düsseldorf,Heinrich Heine University Düsseldorf,Data Science,Arts,2018,Yes,Job Opportunities,2022,Placed,Amazon,31087,3.71,J1,PSW,GRE,3.21
S23634,Finland,India,Chennai,Indian Institute of Technology Madras,Medicine,Medicine,2017,Yes,Scholarship,2021,Placed,SAP,85267,3.89,Study Permit,OPT,Duolingo,4.27
S23635,India,Russia,Yekaterinburg,Ural Federal University,Economics,Business,2015,Yes,Scholarship,2017,Placed,Microsoft,67092,2.18,F1,Work Permit,PTE,7.86
S23636,USA,Canada,Quebec City,Université Laval,Biotechnology,Engineering,2019,Yes,Quality of Life,2022,Placed,McKinsey,82586,3.67,Tier 4,PSW,PTE,5.58
S23637,Ireland,India,Bangalore,Indian Institute of Science,Political Science,Medicine,2019,Yes,Higher Ranking,2023,Placed,SAP,94578,3.41,J1,OPT,PTE,2.28
S23638,USA,Germany,Munich,Technical University of Munich,Architecture,Engineering,2016,No,Quality of Life,2021,Placed,Microsoft,60106,3.96,J1,PSW,TOEFL,4.54
S23639,UAE,USA,Chicago,Northwestern University,Computer Science,Computer Science,2021,Yes,Higher Ranking,2025,Placed,IBM,38998,2.48,Schengen Student Visa,OPT,Duolingo,2.73
S23640,India,UAE,Fujairah,University of Fujairah,Medicine,Business,2017,No,Quality of Life,2021,Placed,SAP,35384,3.85,Schengen Student Visa,Work Permit,PTE,7.95
S23641,UK,Canada,Quebec City,Université Laval,Psychology,Business,2018,No,Job Opportunities,2020,Placed,Apple,76892,3.62,Student Visa,OPT,IELTS,5.53
S23642,South Africa,Canada,Ottawa,Carleton University,Medicine,Law,2019,No,Scholarship,2021,Placed,Samsung,35246,3.85,Tier 4,Blue Card,PTE,3.13
S23643,USA,Canada,Winnipeg,University of Winnipeg,Medicine,Natural Sciences,2023,Yes,Scholarship,2029,Placed,Tesla,55117,3.76,Student Visa,Blue Card,Duolingo,8.3
S23644,USA,UAE,Fujairah,University of Fujairah,Mechanical Engineering,Law,2016,No,Scholarship,2019,Placed,Apple,30544,2.18,Schengen Student Visa,Work Permit,TOEFL,9.75
S23645,Russia,Russia,Novosibirsk,Novosibirsk State University,Law,Engineering,2023,Yes,Political Stability,2029,Placed,Intel,41742,2.42,F1,Post-Study Visa,IELTS,8.96
S23646,UAE,Ireland,Galway,National University of Ireland Galway,Medicine,Computer Science,2019,Yes,Job Opportunities,2022,Placed,Microsoft,77644,3.5,Schengen Student Visa,OPT,Duolingo,2.55
S23647,UK,India,Surat,Veer Narmad South Gujarat University,Economics,Business,2015,No,Scholarship,2019,Placed,Goldman Sachs,34782,2.82,F1,PSW,PTE,8.39
S23648,UAE,Russia,Yekaterinburg,Ural Federal University,Data Science,Arts,2020,No,Job Opportunities,2022,Placed,Deloitte,85897,3.09,Tier 4,PSW,Duolingo,7.13
S23649,UK,UK,Sheffield,University of Sheffield,Medicine,Natural Sciences,2016,Yes,Political Stability,2019,Placed,Apple,65684,3.15,J1,Work Permit,Duolingo,3.47
S23650,South Africa,USA,Phoenix,Arizona State University,Psychology,Law,2019,No,Political Stability,2025,Placed,Facebook,45935,2.68,J1,Work Permit,IELTS,9.6
S23651,UAE,UAE,Umm Al Quwain,British University in Dubai,Data Science,Law,2023,No,Job Opportunities,2028,Placed,Intel,64515,2.36,Schengen Student Visa,Post-Study Visa,GRE,7.84
S23652,India,Ireland,Dublin,Trinity College Dublin,Mechanical Engineering,Engineering,2018,Yes,Job Opportunities,2021,Placed,Intel,72572,2.04,Tier 4,Post-Study Visa,Duolingo,9.71
S23653,Finland,India,Bangalore,Bangalore University,Architecture,Natural Sciences,2016,No,Higher Ranking,2022,Placed,Apple,55545,2.01,J1,Post-Study Visa,GRE,9.39
S23654,Russia,Ireland,Galway,National University of Ireland Galway,Design,Engineering,2021,Yes,Scholarship,2025,Placed,Siemens,93075,3.17,Student Visa,Post-Study Visa,IELTS,5.53
S23655,South Africa,Canada,Edmonton,MacEwan University,Civil Engineering,Social Sciences,2014,Yes,Political Stability,2020,Placed,Tesla,91277,2.29,Schengen Student Visa,Blue Card,Duolingo,6.67
S23656,UK,Germany,Dortmund,Technical University of Dortmund,Psychology,Computer Science,2014,Yes,Quality of Life,2020,Placed,Deloitte,95658,3.41,Schengen Student Visa,OPT,GRE,5.44
S23657,USA,Ireland,Killarney,Killarney Community College,Biotechnology,Medicine,2014,Yes,Quality of Life,2020,Placed,Intel,42570,3.22,Student Visa,PSW,PTE,5.18
S23658,South Africa,Canada,Winnipeg,University of Winnipeg,Law,Social Sciences,2019,Yes,Quality of Life,2025,Placed,Microsoft,97070,2.78,Study Permit,Post-Study Visa,IELTS,9.94
S23659,India,Ireland,Galway,National University of Ireland Galway,Economics,Engineering,2020,No,Political Stability,2023,Placed,Apple,96310,2.06,Study Permit,Post-Study Visa,IELTS,7.01
S23660,Russia,UK,Liverpool,University of Liverpool,Data Science,Arts,2020,Yes,Political Stability,2022,Placed,Toyota,47274,2.68,F1,Blue Card,IELTS,7.42
S23661,Russia,South Africa,Durban,University of KwaZulu-Natal,Data Science,Social Sciences,2017,No,Higher Ranking,2019,Placed,IBM,95569,2.24,Study Permit,Blue Card,IELTS,5.7
S23662,Germany,Germany,Essen,University of Duisburg-Essen,Design,Computer Science,2020,No,Job Opportunities,2026,Placed,McKinsey,96136,3.19,Student Visa,Work Permit,GRE,5.91
S23663,Russia,Canada,Winnipeg,University of Manitoba,Medicine,Arts,2015,No,Job Opportunities,2021,Placed,Apple,75833,2.97,Tier 4,OPT,Duolingo,3.57
